report_week,reference_week,ach_region,sex,counts
2025-01-20,2024-11-11,North Sound ACH,Female,311
2025-01-20,2024-11-11,North Sound ACH,Male,281
2025-01-20,2024-11-11,Olympic Community of Health,Female,81
2025-01-20,2024-11-11,Olympic Community of Health,Male,87
2025-01-20,2024-11-11,SWACH,Female,132
2025-01-20,2024-11-11,SWACH,Male,106
2025-01-20,2024-11-18,Better Health Together,Female,135
2025-01-20,2024-11-18,Better Health Together,Male,121
2025-01-20,2024-11-18,Cascade Pacific Action Alliance,Female,161
2025-01-20,2024-11-18,Cascade Pacific Action Alliance,Male,128
2025-01-20,2024-11-18,Elevate Health,Female,214
2025-01-20,2024-11-18,Elevate Health,Male,186
2025-01-20,2024-11-18,Greater Columbia ACH,Female,170
2025-01-20,2024-11-18,Greater Columbia ACH,Male,150
2025-01-20,2024-11-18,HealthierHere,Female,485
2025-01-20,2024-11-18,HealthierHere,Male,484
2025-01-20,2024-11-18,North Central ACH,Female,57
2025-01-20,2024-11-18,North Central ACH,Male,58
2025-01-20,2024-11-18,North Sound ACH,Female,302
2025-01-20,2024-11-18,North Sound ACH,Male,299
2025-01-20,2024-11-18,Olympic Community of Health,Female,75
2025-01-20,2024-11-18,Olympic Community of Health,Male,81
2025-01-20,2024-11-18,SWACH,Female,125
2025-01-20,2024-11-18,SWACH,Male,129
2025-01-20,2024-11-25,Better Health Together,Female,136
2025-01-20,2024-11-25,Better Health Together,Male,136
2025-01-20,2024-11-25,Cascade Pacific Action Alliance,Female,141
2025-01-20,2024-11-25,Cascade Pacific Action Alliance,Male,138
2025-01-20,2024-11-25,Elevate Health,Female,230
2025-01-20,2024-11-25,Elevate Health,Male,202
2025-01-20,2024-11-25,Greater Columbia ACH,Female,172
2025-01-20,2024-11-25,Greater Columbia ACH,Male,168
2025-01-20,2024-11-25,HealthierHere,Female,474
2025-01-20,2024-11-25,HealthierHere,Male,423
2025-01-20,2024-11-25,North Central ACH,Female,59
2025-01-20,2024-11-25,North Central ACH,Male,56
2025-01-20,2024-11-25,North Sound ACH,Female,334
2025-01-20,2024-11-25,North Sound ACH,Male,321
2025-01-20,2024-11-25,Olympic Community of Health,Female,87
2025-01-20,2024-11-25,Olympic Community of Health,Male,71
2025-01-20,2024-11-25,SWACH,Female,127
2025-01-20,2024-11-25,SWACH,Male,122
2025-01-20,2024-12-02,Better Health Together,Female,129
2025-01-20,2024-12-02,Better Health Together,Male,128
2025-01-20,2024-12-02,Cascade Pacific Action Alliance,Female,144
2025-01-20,2024-12-02,Cascade Pacific Action Alliance,Male,131
2025-01-20,2024-12-02,Elevate Health,Female,198
2025-01-20,2024-12-02,Elevate Health,Male,185
2025-01-20,2024-12-02,Greater Columbia ACH,Female,143
2025-01-20,2024-12-02,Greater Columbia ACH,Male,151
2025-01-20,2024-12-02,HealthierHere,Female,490
2025-01-20,2024-12-02,HealthierHere,Male,491
2025-01-20,2024-12-02,North Central ACH,Female,57
2025-01-20,2024-12-02,North Central ACH,Male,55
2025-01-20,2024-12-02,North Sound ACH,Female,303
2025-01-20,2024-12-02,North Sound ACH,Male,290
2025-01-20,2024-12-02,Olympic Community of Health,Female,84
2025-01-20,2024-12-02,Olympic Community of Health,Male,75
2025-01-20,2024-12-02,SWACH,Female,128
2025-01-20,2024-12-02,SWACH,Male,109
2025-01-20,2024-12-09,Better Health Together,Female,150
2025-01-20,2024-12-09,Better Health Together,Male,120
2025-01-20,2024-12-09,Cascade Pacific Action Alliance,Female,136
2025-01-20,2024-12-09,Cascade Pacific Action Alliance,Male,129
2025-01-20,2024-12-09,Elevate Health,Female,198
2025-01-20,2024-12-09,Elevate Health,Male,177
2025-01-20,2024-12-09,Greater Columbia ACH,Female,165
2025-01-20,2024-12-09,Greater Columbia ACH,Male,161
2025-01-20,2024-12-09,HealthierHere,Female,482
2025-01-20,2024-12-09,HealthierHere,Male,457
2025-01-20,2024-12-09,North Central ACH,Female,56
2025-01-20,2024-12-09,North Central ACH,Male,57
2025-01-20,2024-12-09,North Sound ACH,Female,290
2025-01-20,2024-12-09,North Sound ACH,Male,276
2025-01-20,2024-12-09,Olympic Community of Health,Female,79
2025-01-20,2024-12-09,Olympic Community of Health,Male,74
2025-01-20,2024-12-09,SWACH,Female,125
2025-01-20,2024-12-09,SWACH,Male,120
2025-01-20,2024-12-16,Better Health Together,Female,140
2025-01-20,2024-12-16,Better Health Together,Male,136
2025-01-20,2024-12-16,Cascade Pacific Action Alliance,Female,133
2025-01-20,2024-12-16,Cascade Pacific Action Alliance,Male,139
2025-01-20,2024-12-16,Elevate Health,Female,177
2025-01-20,2024-12-16,Elevate Health,Male,187
2025-01-20,2024-12-16,Greater Columbia ACH,Female,130
2025-01-20,2024-12-16,Greater Columbia ACH,Male,154
2025-01-20,2024-12-16,HealthierHere,Female,476
2025-01-20,2024-12-16,HealthierHere,Male,454
2025-01-20,2024-12-16,North Central ACH,Female,57
2025-01-20,2024-12-16,North Central ACH,Male,54
2025-01-20,2024-12-16,North Sound ACH,Female,332
2025-01-20,2024-12-16,North Sound ACH,Male,273
2025-01-20,2024-12-16,Olympic Community of Health,Female,85
2025-01-20,2024-12-16,Olympic Community of Health,Male,71
2025-01-20,2024-12-16,SWACH,Female,115
2025-01-20,2024-12-16,SWACH,Male,96
2025-01-20,2024-12-23,Better Health Together,Female,110
2025-01-20,2024-12-23,Better Health Together,Male,128
2025-01-20,2024-12-23,Cascade Pacific Action Alliance,Female,127
2025-01-20,2024-12-23,Cascade Pacific Action Alliance,Male,114
2025-01-20,2024-12-23,Elevate Health,Female,170
2025-01-20,2024-12-23,Elevate Health,Male,139
2025-01-20,2024-12-23,Greater Columbia ACH,Female,144
2025-01-20,2024-12-23,Greater Columbia ACH,Male,133
2025-01-20,2024-12-23,HealthierHere,Female,450
2025-01-20,2024-12-23,HealthierHere,Male,410
2025-01-20,2024-12-23,North Central ACH,Female,48
2025-01-20,2024-12-23,North Central ACH,Male,53
2025-01-20,2024-12-23,North Sound ACH,Female,307
2025-01-20,2024-12-23,North Sound ACH,Male,260
2025-01-20,2024-12-23,Olympic Community of Health,Female,66
2025-01-20,2024-12-23,Olympic Community of Health,Male,68
2025-01-20,2024-12-23,SWACH,Female,96
2025-01-20,2024-12-23,SWACH,Male,101
2025-01-20,2024-12-30,Better Health Together,Female,103
2025-01-20,2024-12-30,Better Health Together,Male,97
2025-01-20,2024-12-30,Cascade Pacific Action Alliance,Female,107
2025-01-20,2024-12-30,Cascade Pacific Action Alliance,Male,93
2025-01-20,2024-12-30,Elevate Health,Female,136
2025-01-20,2024-12-30,Elevate Health,Male,136
2025-01-20,2024-12-30,Greater Columbia ACH,Female,116
2025-01-20,2024-12-30,Greater Columbia ACH,Male,116
2025-01-20,2024-12-30,HealthierHere,Female,333
2025-01-20,2024-12-30,HealthierHere,Male,307
2025-01-20,2024-12-30,North Central ACH,Female,38
2025-01-20,2024-12-30,North Central ACH,Male,37
2025-01-20,2024-12-30,North Sound ACH,Female,224
2025-01-20,2024-12-30,North Sound ACH,Male,252
2025-01-20,2024-12-30,Olympic Community of Health,Female,55
2025-01-20,2024-12-30,Olympic Community of Health,Male,60
2025-01-20,2024-12-30,SWACH,Female,90
2025-01-20,2024-12-30,SWACH,Male,69
2025-01-20,2025-01-06,Better Health Together,Female,65
2025-01-20,2025-01-06,Better Health Together,Male,58
2025-01-20,2025-01-06,Cascade Pacific Action Alliance,Female,59
2025-01-20,2025-01-06,Cascade Pacific Action Alliance,Male,65
2025-01-20,2025-01-06,Elevate Health,Female,102
2025-01-20,2025-01-06,Elevate Health,Male,79
2025-01-20,2025-01-06,Greater Columbia ACH,Female,95
2025-01-20,2025-01-06,Greater Columbia ACH,Male,84
2025-01-20,2025-01-06,HealthierHere,Female,257
2025-01-20,2025-01-06,HealthierHere,Male,265
2025-01-20,2025-01-06,North Central ACH,Female,38
2025-01-20,2025-01-06,North Central ACH,Male,30
2025-01-20,2025-01-06,North Sound ACH,Female,169
2025-01-20,2025-01-06,North Sound ACH,Male,152
2025-01-20,2025-01-06,Olympic Community of Health,Female,48
2025-01-20,2025-01-06,Olympic Community of Health,Male,37
2025-01-20,2025-01-06,SWACH,Female,65
2025-01-20,2025-01-06,SWACH,Male,57
2025-01-20,2025-01-13,Better Health Together,Female,45
2025-01-20,2025-01-13,Better Health Together,Male,45
2025-01-20,2025-01-13,Cascade Pacific Action Alliance,Female,34
2025-01-20,2025-01-13,Cascade Pacific Action Alliance,Male,44
2025-01-20,2025-01-13,Elevate Health,Female,59
2025-01-20,2025-01-13,Elevate Health,Male,49
2025-01-20,2025-01-13,Greater Columbia ACH,Female,45
2025-01-20,2025-01-13,Greater Columbia ACH,Male,52
2025-01-20,2025-01-13,HealthierHere,Female,144
2025-01-20,2025-01-13,HealthierHere,Male,137
2025-01-20,2025-01-13,North Central ACH,Female,25
2025-01-20,2025-01-13,North Central ACH,Male,16
2025-01-20,2025-01-13,North Sound ACH,Female,93
2025-01-20,2025-01-13,North Sound ACH,Male,73
2025-01-20,2025-01-13,Olympic Community of Health,Female,24
2025-01-20,2025-01-13,Olympic Community of Health,Male,26
2025-01-20,2025-01-13,SWACH,Female,35
2025-01-20,2025-01-13,SWACH,Male,30
2025-01-20,2025-01-20,Better Health Together,Female,10
2025-01-20,2025-01-20,Better Health Together,Male,10
2025-01-20,2025-01-20,Cascade Pacific Action Alliance,Female,13
2025-01-20,2025-01-20,Cascade Pacific Action Alliance,Male,14
2025-01-20,2025-01-20,Elevate Health,Female,13
2025-01-20,2025-01-20,Elevate Health,Male,13
2025-01-20,2025-01-20,Greater Columbia ACH,Female,20
2025-01-20,2025-01-20,Greater Columbia ACH,Male,8
2025-01-20,2025-01-20,HealthierHere,Female,47
2025-01-20,2025-01-20,HealthierHere,Male,38
2025-01-20,2025-01-20,North Central ACH,Female,4
2025-01-20,2025-01-20,North Central ACH,Male,4
2025-01-20,2025-01-20,North Sound ACH,Female,29
2025-01-20,2025-01-20,North Sound ACH,Male,15
2025-01-20,2025-01-20,Olympic Community of Health,Female,3
2025-01-20,2025-01-20,Olympic Community of Health,Male,8
2025-01-20,2025-01-20,SWACH,Female,7
2025-01-20,2025-01-20,SWACH,Male,10
2025-01-27,2024-11-18,Better Health Together,Female,140
2025-01-27,2024-11-18,Better Health Together,Male,123
2025-01-27,2024-11-18,Cascade Pacific Action Alliance,Female,161
2025-01-27,2024-11-18,Cascade Pacific Action Alliance,Male,128
2025-01-27,2024-11-18,Elevate Health,Female,216
2025-01-27,2024-11-18,Elevate Health,Male,187
2025-01-27,2024-11-18,Greater Columbia ACH,Female,170
2025-01-27,2024-11-18,Greater Columbia ACH,Male,152
2025-01-27,2024-11-18,HealthierHere,Female,485
2025-01-27,2024-11-18,HealthierHere,Male,486
2025-01-27,2024-11-18,North Central ACH,Female,58
2025-01-27,2024-11-18,North Central ACH,Male,58
2025-01-27,2024-11-18,North Sound ACH,Female,306
2025-01-27,2024-11-18,North Sound ACH,Male,300
2025-01-27,2024-11-18,Olympic Community of Health,Female,75
2025-01-27,2024-11-18,Olympic Community of Health,Male,82
2025-01-27,2024-11-18,SWACH,Female,125
2025-01-27,2024-11-18,SWACH,Male,131
2025-01-27,2024-11-25,Better Health Together,Female,137
2025-01-27,2024-11-25,Better Health Together,Male,137
2025-01-27,2024-11-25,Cascade Pacific Action Alliance,Female,145
2025-01-27,2024-11-25,Cascade Pacific Action Alliance,Male,140
2025-01-27,2024-11-25,Elevate Health,Female,232
2025-01-27,2024-11-25,Elevate Health,Male,202
2025-01-27,2024-11-25,Greater Columbia ACH,Female,176
2025-01-27,2024-11-25,Greater Columbia ACH,Male,168
2025-01-27,2024-11-25,HealthierHere,Female,481
2025-01-27,2024-11-25,HealthierHere,Male,427
2025-01-27,2024-11-25,North Central ACH,Female,60
2025-01-27,2024-11-25,North Central ACH,Male,57
2025-01-27,2024-11-25,North Sound ACH,Female,338
2025-01-27,2024-11-25,North Sound ACH,Male,323
2025-01-27,2024-11-25,Olympic Community of Health,Female,87
2025-01-27,2024-11-25,Olympic Community of Health,Male,72
2025-01-27,2024-11-25,SWACH,Female,127
2025-01-27,2024-11-25,SWACH,Male,123
2025-01-27,2024-12-02,Better Health Together,Female,134
2025-01-27,2024-12-02,Better Health Together,Male,130
2025-01-27,2024-12-02,Cascade Pacific Action Alliance,Female,146
2025-01-27,2024-12-02,Cascade Pacific Action Alliance,Male,132
2025-01-27,2024-12-02,Elevate Health,Female,203
2025-01-27,2024-12-02,Elevate Health,Male,192
2025-01-27,2024-12-02,Greater Columbia ACH,Female,145
2025-01-27,2024-12-02,Greater Columbia ACH,Male,153
2025-01-27,2024-12-02,HealthierHere,Female,501
2025-01-27,2024-12-02,HealthierHere,Male,498
2025-01-27,2024-12-02,North Central ACH,Female,58
2025-01-27,2024-12-02,North Central ACH,Male,56
2025-01-27,2024-12-02,North Sound ACH,Female,304
2025-01-27,2024-12-02,North Sound ACH,Male,293
2025-01-27,2024-12-02,Olympic Community of Health,Female,84
2025-01-27,2024-12-02,Olympic Community of Health,Male,77
2025-01-27,2024-12-02,SWACH,Female,129
2025-01-27,2024-12-02,SWACH,Male,112
2025-01-27,2024-12-09,Better Health Together,Female,152
2025-01-27,2024-12-09,Better Health Together,Male,126
2025-01-27,2024-12-09,Cascade Pacific Action Alliance,Female,149
2025-01-27,2024-12-09,Cascade Pacific Action Alliance,Male,129
2025-01-27,2024-12-09,Elevate Health,Female,203
2025-01-27,2024-12-09,Elevate Health,Male,179
2025-01-27,2024-12-09,Greater Columbia ACH,Female,166
2025-01-27,2024-12-09,Greater Columbia ACH,Male,164
2025-01-27,2024-12-09,HealthierHere,Female,491
2025-01-27,2024-12-09,HealthierHere,Male,466
2025-01-27,2024-12-09,North Central ACH,Female,57
2025-01-27,2024-12-09,North Central ACH,Male,59
2025-01-27,2024-12-09,North Sound ACH,Female,295
2025-01-27,2024-12-09,North Sound ACH,Male,283
2025-01-27,2024-12-09,Olympic Community of Health,Female,80
2025-01-27,2024-12-09,Olympic Community of Health,Male,77
2025-01-27,2024-12-09,SWACH,Female,130
2025-01-27,2024-12-09,SWACH,Male,123
2025-01-27,2024-12-16,Better Health Together,Female,145
2025-01-27,2024-12-16,Better Health Together,Male,141
2025-01-27,2024-12-16,Cascade Pacific Action Alliance,Female,138
2025-01-27,2024-12-16,Cascade Pacific Action Alliance,Male,144
2025-01-27,2024-12-16,Elevate Health,Female,183
2025-01-27,2024-12-16,Elevate Health,Male,190
2025-01-27,2024-12-16,Greater Columbia ACH,Female,138
2025-01-27,2024-12-16,Greater Columbia ACH,Male,164
2025-01-27,2024-12-16,HealthierHere,Female,499
2025-01-27,2024-12-16,HealthierHere,Male,474
2025-01-27,2024-12-16,North Central ACH,Female,58
2025-01-27,2024-12-16,North Central ACH,Male,58
2025-01-27,2024-12-16,North Sound ACH,Female,349
2025-01-27,2024-12-16,North Sound ACH,Male,285
2025-01-27,2024-12-16,Olympic Community of Health,Female,86
2025-01-27,2024-12-16,Olympic Community of Health,Male,75
2025-01-27,2024-12-16,SWACH,Female,122
2025-01-27,2024-12-16,SWACH,Male,97
2025-01-27,2024-12-23,Better Health Together,Female,119
2025-01-27,2024-12-23,Better Health Together,Male,138
2025-01-27,2024-12-23,Cascade Pacific Action Alliance,Female,140
2025-01-27,2024-12-23,Cascade Pacific Action Alliance,Male,122
2025-01-27,2024-12-23,Elevate Health,Female,186
2025-01-27,2024-12-23,Elevate Health,Male,160
2025-01-27,2024-12-23,Greater Columbia ACH,Female,154
2025-01-27,2024-12-23,Greater Columbia ACH,Male,148
2025-01-27,2024-12-23,HealthierHere,Female,489
2025-01-27,2024-12-23,HealthierHere,Male,450
2025-01-27,2024-12-23,North Central ACH,Female,53
2025-01-27,2024-12-23,North Central ACH,Male,54
2025-01-27,2024-12-23,North Sound ACH,Female,338
2025-01-27,2024-12-23,North Sound ACH,Male,280
2025-01-27,2024-12-23,Olympic Community of Health,Female,74
2025-01-27,2024-12-23,Olympic Community of Health,Male,72
2025-01-27,2024-12-23,SWACH,Female,108
2025-01-27,2024-12-23,SWACH,Male,108
2025-01-27,2024-12-30,Better Health Together,Female,131
2025-01-27,2024-12-30,Better Health Together,Male,113
2025-01-27,2024-12-30,Cascade Pacific Action Alliance,Female,126
2025-01-27,2024-12-30,Cascade Pacific Action Alliance,Male,114
2025-01-27,2024-12-30,Elevate Health,Female,160
2025-01-27,2024-12-30,Elevate Health,Male,162
2025-01-27,2024-12-30,Greater Columbia ACH,Female,139
2025-01-27,2024-12-30,Greater Columbia ACH,Male,136
2025-01-27,2024-12-30,HealthierHere,Female,399
2025-01-27,2024-12-30,HealthierHere,Male,375
2025-01-27,2024-12-30,North Central ACH,Female,46
2025-01-27,2024-12-30,North Central ACH,Male,46
2025-01-27,2024-12-30,North Sound ACH,Female,264
2025-01-27,2024-12-30,North Sound ACH,Male,295
2025-01-27,2024-12-30,Olympic Community of Health,Female,71
2025-01-27,2024-12-30,Olympic Community of Health,Male,75
2025-01-27,2024-12-30,SWACH,Female,105
2025-01-27,2024-12-30,SWACH,Male,84
2025-01-27,2025-01-06,Better Health Together,Female,97
2025-01-27,2025-01-06,Better Health Together,Male,86
2025-01-27,2025-01-06,Cascade Pacific Action Alliance,Female,92
2025-01-27,2025-01-06,Cascade Pacific Action Alliance,Male,93
2025-01-27,2025-01-06,Elevate Health,Female,146
2025-01-27,2025-01-06,Elevate Health,Male,122
2025-01-27,2025-01-06,Greater Columbia ACH,Female,118
2025-01-27,2025-01-06,Greater Columbia ACH,Male,107
2025-01-27,2025-01-06,HealthierHere,Female,355
2025-01-27,2025-01-06,HealthierHere,Male,348
2025-01-27,2025-01-06,North Central ACH,Female,45
2025-01-27,2025-01-06,North Central ACH,Male,42
2025-01-27,2025-01-06,North Sound ACH,Female,238
2025-01-27,2025-01-06,North Sound ACH,Male,210
2025-01-27,2025-01-06,Olympic Community of Health,Female,69
2025-01-27,2025-01-06,Olympic Community of Health,Male,52
2025-01-27,2025-01-06,SWACH,Female,102
2025-01-27,2025-01-06,SWACH,Male,75
2025-01-27,2025-01-13,Better Health Together,Female,66
2025-01-27,2025-01-13,Better Health Together,Male,72
2025-01-27,2025-01-13,Cascade Pacific Action Alliance,Female,65
2025-01-27,2025-01-13,Cascade Pacific Action Alliance,Male,78
2025-01-27,2025-01-13,Elevate Health,Female,109
2025-01-27,2025-01-13,Elevate Health,Male,99
2025-01-27,2025-01-13,Greater Columbia ACH,Female,74
2025-01-27,2025-01-13,Greater Columbia ACH,Male,76
2025-01-27,2025-01-13,HealthierHere,Female,265
2025-01-27,2025-01-13,HealthierHere,Male,259
2025-01-27,2025-01-13,North Central ACH,Female,36
2025-01-27,2025-01-13,North Central ACH,Male,22
2025-01-27,2025-01-13,North Sound ACH,Female,170
2025-01-27,2025-01-13,North Sound ACH,Male,147
2025-01-27,2025-01-13,Olympic Community of Health,Female,46
2025-01-27,2025-01-13,Olympic Community of Health,Male,37
2025-01-27,2025-01-13,SWACH,Female,66
2025-01-27,2025-01-13,SWACH,Male,63
2025-01-27,2025-01-20,Better Health Together,Female,37
2025-01-27,2025-01-20,Better Health Together,Male,33
2025-01-27,2025-01-20,Cascade Pacific Action Alliance,Female,41
2025-01-27,2025-01-20,Cascade Pacific Action Alliance,Male,41
2025-01-27,2025-01-20,Elevate Health,Female,61
2025-01-27,2025-01-20,Elevate Health,Male,58
2025-01-27,2025-01-20,Greater Columbia ACH,Female,43
2025-01-27,2025-01-20,Greater Columbia ACH,Male,32
2025-01-27,2025-01-20,HealthierHere,Female,139
2025-01-27,2025-01-20,HealthierHere,Male,119
2025-01-27,2025-01-20,North Central ACH,Female,11
2025-01-27,2025-01-20,North Central ACH,Male,20
2025-01-27,2025-01-20,North Sound ACH,Female,90
2025-01-27,2025-01-20,North Sound ACH,Male,68
2025-01-27,2025-01-20,Olympic Community of Health,Female,20
2025-01-27,2025-01-20,Olympic Community of Health,Male,19
2025-01-27,2025-01-20,SWACH,Female,28
2025-01-27,2025-01-20,SWACH,Male,36
2025-01-27,2025-01-27,Better Health Together,Female,16
2025-01-27,2025-01-27,Better Health Together,Male,6
2025-01-27,2025-01-27,Cascade Pacific Action Alliance,Female,7
2025-01-27,2025-01-27,Cascade Pacific Action Alliance,Male,16
2025-01-27,2025-01-27,Elevate Health,Female,16
2025-01-27,2025-01-27,Elevate Health,Male,12
2025-01-27,2025-01-27,Greater Columbia ACH,Female,13
2025-01-27,2025-01-27,Greater Columbia ACH,Male,4
2025-01-27,2025-01-27,HealthierHere,Female,44
2025-01-27,2025-01-27,HealthierHere,Male,42
2025-01-27,2025-01-27,North Central ACH,Female,2
2025-01-27,2025-01-27,North Central ACH,Male,3
2025-01-27,2025-01-27,North Sound ACH,Female,21
2025-01-27,2025-01-27,North Sound ACH,Male,28
2025-01-27,2025-01-27,Olympic Community of Health,Female,11
